Date ;Ambient temperature (C);Global plane of array irradiance (W/m^2);m-Si module temperature (C);DC power of m-Si (W)
22/07/2017 17:55;23.77;150.622;25.787;292
22/07/2017 18:00;23.537;134.95;25.077;264
23/07/2017 7:00;19.479;95.747;20.968;189
23/07/2017 7:05;19.727;106.435;21.04;203
23/07/2017 7:10;20.222;116.126;21.357;210
23/07/2017 7:15;20.115;128.016;21.146;254
23/07/2017 7:20;20.164;139.9;21.862;269
23/07/2017 7:25;20.467;154.467;21.986;305
23/07/2017 7:30;20.564;165.675;22.243;331
23/07/2017 7:35;20.609;179.723;22.912;346
23/07/2017 7:40;21.02;191.823;22.467;371
23/07/2017 7:45;21.323;208.096;23.055;414
23/07/2017 7:50;21.283;222.804;23.587;446
23/07/2017 7:55;21.471;241.584;24.159;466
23/07/2017 8:00;21.469;253.414;24.49;493
23/07/2017 8:05;21.759;267.148;24.863;540
23/07/2017 8:10;21.737;286.388;24.873;571
23/07/2017 8:15;22.005;305.834;25.298;605
23/07/2017 8:20;22.159;330.523;25.715;648
23/07/2017 8:25;22.261;340.852;26.192;669
23/07/2017 8:30;22.385;361.574;26.575;712
23/07/2017 8:35;22.667;381.585;26.73;754
23/07/2017 8:40;22.987;393.471;27.646;778
23/07/2017 8:45;23.042;416.167;27.758;841
23/07/2017 8:50;23.539;436.933;27.975;868
23/07/2017 8:55;23.733;439.395;28.692;875
23/07/2017 9:00;23.637;470.439;28.654;941
23/07/2017 9:15;24.507;513.351;29.622;1026
23/07/2017 9:25;24.389;549.856;30.903;1090
23/07/2017 9:35;24.948;570.796;32.05;1126
23/07/2017 9:40;25.058;582.049;32.05;1148
23/07/2017 9:45;25.278;598.374;32.255;1174
23/07/2017 9:50;25.324;624.316;32.49;1226
23/07/2017 9:55;25.176;651.759;32.764;1269
23/07/2017 10:00;25.579;686.962;33.208;1309
23/07/2017 10:05;25.697;712.255;34.319;1443
23/07/2017 10:10;26.169;584.644;34.649;1067
23/07/2017 10:15;25.95;764.037;34.812;1482
23/07/2017 10:35;25.893;634.018;32.174;992
23/07/2017 10:40;26.942;815.004;35.517;1558
23/07/2017 10:55;26.355;746.837;33.983;1450
23/07/2017 11:05;26.448;786.965;35.703;1526
23/07/2017 11:10;26.783;834.957;36.554;1624
23/07/2017 11:15;26.985;804.218;37.039;1616
23/07/2017 11:20;27.057;841.579;37.086;1579
23/07/2017 11:25;26.966;844.456;37.559;1633
23/07/2017 11:30;26.691;804.287;36.859;1582
23/07/2017 11:35;27.093;833.518;36.723;1606
23/07/2017 11:40;27.083;838.17;36.823;1611
23/07/2017 11:45;27.256;843.736;36.811;1615
23/07/2017 11:50;27.175;854.99;37.333;1634
23/07/2017 11:55;27.445;857.413;37.616;1642
23/07/2017 12:00;27.234;850.976;37.229;1628
23/07/2017 12:05;27.193;851.06;37.103;1635
23/07/2017 12:10;27.77;857.407;37.778;1637
23/07/2017 12:15;27.529;855.869;38.203;1644
23/07/2017 12:20;27.258;860.178;37.506;1651
23/07/2017 12:25;27.88;879.282;38.155;1674
23/07/2017 12:30;27.457;899.373;38.09;1729
23/07/2017 12:40;27.23;904.102;35.817;1741
23/07/2017 12:45;26.987;920.971;36.205;1567
23/07/2017 12:50;26.98;574.12;35.229;917
23/07/2017 12:55;26.499;920.764;34.455;1746
23/07/2017 13:00;26.869;871.04;36.205;1679
23/07/2017 13:05;26.65;826.595;36.54;1639
23/07/2017 13:10;26.812;848.883;36.497;1630
23/07/2017 13:15;27.009;844.869;36.196;1621
23/07/2017 13:20;27.216;847.145;36.007;1630
23/07/2017 13:25;27.385;841.347;36.522;1604
23/07/2017 13:30;27.096;838.376;36.506;1619
23/07/2017 13:35;27.426;827.379;36.911;1590
23/07/2017 13:40;27.077;822.146;36.425;1536
23/07/2017 13:45;27.243;820.01;36.218;1574
23/07/2017 13:50;27.055;820.401;36.107;1582
23/07/2017 13:55;26.99;825.705;35.839;1594
23/07/2017 14:00;26.96;810.242;35.947;1561
23/07/2017 14:05;27.177;795.249;35.975;1534
23/07/2017 14:10;27.393;787.434;35.935;1515
23/07/2017 14:15;26.947;776.715;35.691;1504
23/07/2017 14:20;26.685;768.272;35.883;1495
23/07/2017 14:25;26.628;758.771;35.367;1471
23/07/2017 14:30;26.525;748.804;34.801;1460
23/07/2017 14:35;26.889;740.895;34.608;1436
23/07/2017 14:40;26.773;732;34.831;1418
23/07/2017 14:45;27.036;722.287;35.023;1399
23/07/2017 14:50;26.717;707.971;34.997;1381
23/07/2017 14:55;26.395;697.096;33.457;1365
23/07/2017 15:00;26.621;683.314;33.829;1338
23/07/2017 15:05;26.425;664.773;33.916;1307
23/07/2017 15:10;26.662;652.388;34.225;1274
23/07/2017 15:15;26.16;647.357;33.675;1262
23/07/2017 15:20;26.359;634.059;33.729;1243
23/07/2017 15:25;26.101;617.97;33.512;1208
23/07/2017 15:30;26.1;604.54;33.35;1174
23/07/2017 15:35;26.326;595.199;32.761;1157
23/07/2017 15:40;26.506;581.719;32.587;1143
23/07/2017 15:45;26.259;566.293;32.77;1103
23/07/2017 15:50;26.566;549.656;32.655;1080
23/07/2017 15:55;26.257;533.994;32.681;1050
23/07/2017 16:00;25.883;524.883;31.89;1031
23/07/2017 16:05;25.979;504.654;32.021;985
23/07/2017 16:10;26.088;488.082;31.64;969
23/07/2017 16:15;26.062;471.606;31.51;928
23/07/2017 16:20;25.845;456.841;30.852;901
23/07/2017 16:25;25.933;439.33;30.753;869
23/07/2017 16:30;25.728;422.883;30.741;835
23/07/2017 16:35;26.193;407.342;31.32;803
23/07/2017 16:40;25.91;390.364;31.213;772
23/07/2017 16:45;25.953;372.289;30.792;733
23/07/2017 16:50;25.996;357.171;30.647;703
23/07/2017 16:55;26.03;337.138;30.704;667
23/07/2017 17:00;26.026;320.895;30.377;631
23/07/2017 17:05;25.843;305.331;29.806;599
23/07/2017 17:10;25.89;291.799;29.536;569
23/07/2017 17:15;25.854;275.198;29.528;536
23/07/2017 17:20;25.769;257.906;29.234;503
23/07/2017 17:25;25.824;241.772;28.841;476
23/07/2017 17:30;25.871;225.705;28.854;444
23/07/2017 17:35;25.767;211.747;28.583;413
23/07/2017 17:40;25.631;198.447;28.209;391
23/07/2017 17:45;25.443;185.604;27.731;353
23/07/2017 17:50;25.401;172.581;27.614;333
23/07/2017 17:55;25.415;162.65;27.334;318
23/07/2017 18:00;25.244;153.564;27.18;305
24/07/2017 7:00;22.125;80.561;22.714;163
24/07/2017 7:05;22.13;85.707;22.989;175
24/07/2017 7:10;22.2;99.418;23.121;194
24/07/2017 7:15;22.442;97.282;23.334;187
24/07/2017 7:20;22.361;104.557;23.492;201
24/07/2017 7:25;22.43;111.634;23.58;204
24/07/2017 7:30;22.466;113.702;23.78;221
24/07/2017 7:35;22.492;118.96;23.825;233
24/07/2017 7:40;22.647;138.716;23.877;268
24/07/2017 7:45;22.758;176.607;24.372;342
24/07/2017 7:50;22.98;225.202;24.887;411
24/07/2017 7:55;23.198;198.44;25.485;396
24/07/2017 8:00;23.141;183.584;25.605;352
24/07/2017 8:05;23.186;173.891;25.55;349
24/07/2017 8:10;23.261;183.534;25.682;346
24/07/2017 8:15;23.381;199.818;25.641;391
24/07/2017 8:25;23.911;197.406;26.384;396
24/07/2017 8:30;23.918;194.632;26.316;380
24/07/2017 8:35;24.298;202.235;26.476;399
24/07/2017 8:40;24.312;191.723;26.66;382
24/07/2017 8:45;24.535;205.732;26.642;404
24/07/2017 8:50;24.898;269.665;27.368;524
24/07/2017 8:55;25.076;245.18;27.695;485
24/07/2017 9:00;24.956;269.324;27.92;525
24/07/2017 9:05;25.077;382.201;28.198;558
24/07/2017 9:10;25.019;431.909;28.224;618
24/07/2017 9:20;25.286;337.714;30.097;656
24/07/2017 9:30;26.425;723.24;32.717;1290
24/07/2017 9:45;26.864;777.65;34.549;1508
24/07/2017 10:00;27.673;840.694;36.391;1612
24/07/2017 10:05;28.131;383.282;35.933;773
24/07/2017 10:10;27.536;340.332;33.206;672
24/07/2017 10:15;27.717;370.631;32.877;749
24/07/2017 10:20;27.862;340.818;32.599;677
24/07/2017 10:35;28.297;647.941;35.906;1099
24/07/2017 10:45;28.801;337.813;35.734;663
24/07/2017 10:50;28.687;599.683;34.31;1154
24/07/2017 11:00;28.994;409.42;34.989;782
24/07/2017 11:05;29.088;532.513;34.89;915
24/07/2017 11:10;29.619;1001.742;38.007;1929
24/07/2017 11:20;29.733;593.468;37.222;904
24/07/2017 11:30;30.875;897.662;38.808;1714
24/07/2017 11:35;30.517;860.894;41.037;1657
24/07/2017 11:40;31.16;820.317;41.3;1643
24/07/2017 11:45;30.967;864.155;41.673;1659
24/07/2017 11:55;31.879;893.981;41.742;1687
24/07/2017 12:00;32.365;874.949;42.478;1648
24/07/2017 12:05;32.016;872.687;42.833;1643
24/07/2017 12:10;32.381;872.583;42.864;1641
24/07/2017 12:35;32.379;896.201;46.4;1675
24/07/2017 12:40;30.964;912.228;45.023;1690
24/07/2017 12:45;30.959;913.758;43.287;1713
24/07/2017 12:50;31.502;923.858;42.142;1749
24/07/2017 12:55;31.384;892.023;42.202;1531
24/07/2017 13:00;31.063;876.219;42.173;1646
24/07/2017 13:05;31.124;873.008;41.479;1649
24/07/2017 13:10;31.539;869.26;41.994;1641
24/07/2017 13:15;31.268;863.287;41.122;1632
24/07/2017 13:20;31.652;863.539;42.473;1627
24/07/2017 13:25;31.602;856.208;42.275;1620
24/07/2017 13:30;31.624;850.634;40.996;1610
24/07/2017 13:35;32.099;847.198;42.431;1599
24/07/2017 13:40;31.732;843.142;42.146;1591
24/07/2017 13:45;31.976;837.8;42.144;1590
24/07/2017 13:50;31.941;833.593;41.705;1580
24/07/2017 13:55;32.318;825.821;42.31;1562
24/07/2017 14:00;32.146;821.765;42.215;1545
24/07/2017 14:05;32.357;811.431;42.063;1532
24/07/2017 14:10;32.431;811.644;42.51;1527
24/07/2017 14:15;32.166;797.404;42.334;1513
24/07/2017 14:20;31.61;789.885;42.283;1487
24/07/2017 14:25;31.572;779.248;41.77;1469
24/07/2017 14:30;31.205;771.722;41.418;1463
24/07/2017 14:35;31.105;759.35;40.119;1446
24/07/2017 14:40;30.873;745.897;40.362;1419
24/07/2017 14:45;30.484;734.64;39.357;1400
24/07/2017 14:50;31.002;722.805;40.103;1381
24/07/2017 14:55;30.578;713.29;39.825;1360
24/07/2017 15:00;29.997;698.395;39.814;1334
24/07/2017 15:05;28.94;690.29;38.331;1318
24/07/2017 15:10;29.62;679.391;38.281;1298
24/07/2017 15:15;28.64;667.68;37.438;1286
24/07/2017 15:20;28.384;656.114;35.445;1272
24/07/2017 15:25;29.264;638.58;35.462;1231
24/07/2017 15:30;28.777;622.73;34.911;1210
24/07/2017 15:35;28.705;609.866;34.783;1183
24/07/2017 15:40;28.37;590.001;34.196;1143
24/07/2017 15:45;28.736;574.779;34.314;1116
24/07/2017 15:50;28.703;558.768;34.723;1083
24/07/2017 15:55;28.32;541.414;33.954;1053
24/07/2017 16:00;27.672;528.044;32.772;1032
24/07/2017 16:05;27.682;512.744;32.838;977
24/07/2017 16:10;27.799;496.168;32.784;974
24/07/2017 16:15;28.03;479.156;32.575;940
24/07/2017 16:20;28.094;462.952;32.588;897
24/07/2017 16:25;27.7;445.997;32.444;875
24/07/2017 16:30;27.653;429.962;31.998;846
24/07/2017 16:35;27.885;409.297;31.897;802
24/07/2017 16:40;27.289;393.054;31.147;774
24/07/2017 16:45;27.32;372.736;31.013;735
24/07/2017 16:50;27.215;357.11;30.982;700
24/07/2017 16:55;26.711;340.764;30.627;670
24/07/2017 17:00;26.805;323.865;29.997;639
24/07/2017 17:05;26.805;305.454;29.955;601
24/07/2017 17:10;26.369;287.893;29.24;558
24/07/2017 17:15;26.239;272.102;28.884;536
24/07/2017 17:20;26.179;256.015;29.064;501
24/07/2017 17:25;26.335;243.65;28.82;476
24/07/2017 17:30;26.507;225.099;28.641;440
24/07/2017 17:35;26.098;209.776;28.123;414
24/07/2017 17:40;25.857;194.137;27.89;377
24/07/2017 17:45;25.662;179.727;27.616;340
24/07/2017 17:50;25.77;166.296;27.255;327
24/07/2017 17:55;25.792;153.013;27.143;301
24/07/2017 18:00;25.505;141.005;27.344;273
25/07/2017 7:00;21.174;95.754;21.614;192
25/07/2017 7:05;21.291;108.537;21.861;197
25/07/2017 7:10;21.216;116.032;21.886;207
25/07/2017 7:15;21.399;127.418;22.293;246
25/07/2017 7:20;21.44;141.738;22.547;272
25/07/2017 7:25;21.66;153.933;22.864;299
25/07/2017 7:30;21.857;166.907;23.159;327
25/07/2017 7:35;21.859;179.505;23.465;345
25/07/2017 7:40;21.955;197.197;23.746;376
25/07/2017 7:45;22.428;214.88;24.003;425
25/07/2017 7:50;22.725;229.413;24.726;456
25/07/2017 7:55;22.504;239.005;24.936;461
25/07/2017 8:00;22.481;256.205;25.208;492
25/07/2017 8:05;22.822;280.923;26.014;542
25/07/2017 8:10;22.923;293.726;25.96;558
25/07/2017 8:15;23.164;304.481;26.475;600
25/07/2017 8:20;23.372;325.733;26.965;644
25/07/2017 8:25;23.729;343.321;27.298;675
25/07/2017 8:30;23.817;360.308;28.203;715
25/07/2017 8:35;23.833;381.973;28.607;755
25/07/2017 8:40;24.375;399.013;29.297;789
25/07/2017 8:45;23.794;413.383;29.57;822
25/07/2017 8:50;24.492;427.877;29.76;847
25/07/2017 8:55;24.486;448.147;30.558;883
25/07/2017 9:00;24.929;464.31;31.213;916
25/07/2017 9:05;24.647;481.424;31.704;952
25/07/2017 9:10;24.781;497.662;31.839;983
25/07/2017 9:15;25.015;514.665;32.389;1017
25/07/2017 9:20;25.46;533.442;32.93;1025
25/07/2017 9:25;25.511;548.509;33.333;1074
25/07/2017 9:30;26.107;565.126;33.317;1106
25/07/2017 9:35;26.428;575.617;33.731;1122
25/07/2017 9:40;26.393;595.516;34.735;1155
25/07/2017 9:45;26.766;609.023;35.458;1182
25/07/2017 9:50;26.441;623.899;35.312;1214
25/07/2017 9:55;26.769;640.678;35.317;1240
25/07/2017 10:00;26.894;652.408;35.468;1262
25/07/2017 10:05;26.858;670.066;35.118;1308
25/07/2017 10:10;27.325;683.05;36.485;1309
25/07/2017 10:15;27.271;695.8;36.214;1345
25/07/2017 10:20;27.401;710.488;36.733;1370
25/07/2017 10:25;27.595;721.369;36.973;1388
25/07/2017 10:30;27.861;734.537;37.699;1399
25/07/2017 10:35;28.205;741.357;38.457;1413
25/07/2017 10:40;28.43;756.827;38.927;1438
25/07/2017 10:45;27.991;764.906;38.303;1463
25/07/2017 10:50;28.149;777.809;38.086;1478
25/07/2017 10:55;28.429;787.992;38.276;1498
25/07/2017 11:00;28.318;794.241;38.428;1509
25/07/2017 11:05;28.13;805.562;38.102;1529
25/07/2017 11:10;28.486;818.616;38.772;1550
25/07/2017 11:15;28.706;821.854;38.827;1553
25/07/2017 11:20;27.74;832.349;38.134;1578
25/07/2017 11:25;27.975;840.35;38.178;1594
25/07/2017 11:30;27.713;845.955;38.515;1606
25/07/2017 11:35;27.703;851.583;38.012;1616
25/07/2017 11:40;27.881;855.32;38.774;1619
25/07/2017 11:45;27.289;861.735;38.211;1632
25/07/2017 11:50;27.783;865.405;38.404;1644
25/07/2017 11:55;28.282;865.541;38.928;1636
25/07/2017 12:00;28.309;871.22;38.951;1648
25/07/2017 12:05;27.956;872.611;38.949;1648
25/07/2017 12:10;27.915;881.318;38.555;1661
25/07/2017 12:15;27.112;881.07;38.142;1673
25/07/2017 12:20;27.194;886.888;37.963;1683
25/07/2017 12:25;26.571;891.578;38.04;1695
25/07/2017 12:30;26.965;888.781;38.07;1688
25/07/2017 12:35;27.362;894.758;37.998;1699
25/07/2017 12:40;27.319;890.302;38.362;1693
25/07/2017 12:45;27.516;892.022;38.41;1692
25/07/2017 12:50;27.497;893.446;38.809;1688
25/07/2017 12:55;27.35;895.113;38.182;1697
25/07/2017 13:00;27.209;889.62;37.924;1695
25/07/2017 13:05;27.247;886.324;37.624;1677
25/07/2017 13:10;27.024;886.806;37.885;1688
25/07/2017 13:15;27.415;881.264;38.046;1666
25/07/2017 13:20;27.438;879.902;38.437;1664
25/07/2017 13:25;27.511;875.356;37.928;1662
25/07/2017 13:30;28.212;872.542;37.801;1661
25/07/2017 13:35;28.966;860.72;38.698;1638
25/07/2017 13:40;28.057;863.018;38.72;1641
25/07/2017 13:45;28.367;859.492;38.403;1620
25/07/2017 13:50;28.602;850.811;38.189;1612
25/07/2017 13:55;28.575;848.586;37.975;1609
25/07/2017 14:00;28.716;837.898;38.352;1597
25/07/2017 14:05;28.475;832.097;38;1593
25/07/2017 14:10;28.738;823.37;38.318;1564
25/07/2017 14:15;27.951;814.568;37.319;1558
25/07/2017 14:20;28.869;808.15;37.584;1539
25/07/2017 14:25;28.354;797.83;37.693;1522
25/07/2017 14:30;28.907;786.326;37.703;1500
25/07/2017 14:35;28.492;779.446;37.671;1473
25/07/2017 14:40;28.523;769.392;37.34;1459
25/07/2017 14:45;28.577;758.525;37.404;1450
25/07/2017 14:50;28.693;746.109;37.106;1428
25/07/2017 14:55;28.88;734.646;37.887;1401
25/07/2017 15:00;28.254;722.233;37.056;1391
25/07/2017 15:05;28.634;708.723;36.419;1361
25/07/2017 15:10;28.242;697.874;36.339;1350
25/07/2017 15:15;28.482;684.163;36.467;1322
25/07/2017 15:20;28.514;671.045;35.973;1295
25/07/2017 15:25;28.402;655.788;35.832;1271
25/07/2017 15:30;28.508;641.268;35.653;1244
25/07/2017 15:35;28.374;628.78;35.009;1219
25/07/2017 15:40;28.402;610.739;35.551;1176
25/07/2017 15:45;28.698;598.286;35.565;1158
25/07/2017 15:50;28.661;581.962;35.79;1124
25/07/2017 15:55;27.858;566.223;34.815;1094
25/07/2017 16:00;27.63;549.37;34.526;1069
25/07/2017 16:05;27.765;534.024;34.433;1035
25/07/2017 16:10;27.302;513.919;33.352;988
25/07/2017 16:15;26.609;498.372;32.323;973
25/07/2017 16:20;26.813;480.011;32.103;923
25/07/2017 16:25;26.654;462.946;31.834;904
25/07/2017 16:30;26.806;444.935;31.92;858
25/07/2017 16:35;26.247;427.351;31.432;836
25/07/2017 16:40;25.82;410.528;30.626;797
25/07/2017 16:45;25.842;390.814;30.408;767
25/07/2017 16:50;25.644;372.3;29.902;734
25/07/2017 16:55;26.347;355.043;30.033;701
25/07/2017 17:00;25.503;337.998;29.348;655
25/07/2017 17:05;25.596;318.881;29.214;627
25/07/2017 17:10;25.437;302.935;28.958;596
25/07/2017 17:15;25.617;284.04;28.765;556
25/07/2017 17:20;25.024;265.512;28.275;525
25/07/2017 17:25;25.343;248.036;28.101;487
25/07/2017 17:30;25.243;229.707;28.257;448
25/07/2017 17:35;25.113;212.437;27.62;418
25/07/2017 17:40;25.043;195.018;27.607;378
25/07/2017 17:45;24.49;180.669;27.043;344
25/07/2017 17:50;24.571;164.408;26.471;318
25/07/2017 17:55;24.675;150.588;26.529;290
25/07/2017 18:00;24.509;138.216;26.19;266
26/07/2017 7:00;19.695;86.856;18.276;173
26/07/2017 7:05;19.502;97.587;18.529;195
26/07/2017 7:10;19.668;110.689;18.995;203
26/07/2017 7:15;19.643;124.778;19.224;244
26/07/2017 7:20;20.019;139.015;19.823;278
26/07/2017 7:25;20.089;154.495;20.382;305
26/07/2017 7:30;20.468;171.41;21.011;344
26/07/2017 7:35;20.4;188.354;21.725;359
26/07/2017 7:40;20.525;206.85;22.181;415
26/07/2017 7:45;20.82;224.613;22.568;449
26/07/2017 7:50;20.987;244.254;22.987;489
26/07/2017 7:55;21.111;263.366;23.467;525
26/07/2017 8:00;21.125;281.738;24.001;568
26/07/2017 8:05;21.148;302.2;24.252;610
26/07/2017 8:10;21.492;322.677;24.841;642
26/07/2017 8:15;21.772;339.27;25.163;683
26/07/2017 8:20;21.898;358.694;25.799;724
26/07/2017 8:25;22.181;380.573;26.42;764
26/07/2017 8:30;22.685;397.742;27.281;795
26/07/2017 8:35;22.288;416.903;27.896;833
26/07/2017 8:40;23.036;437.686;28.293;871
26/07/2017 8:45;23.411;452.688;28.732;897
26/07/2017 8:50;23.126;472.438;29.618;943
26/07/2017 8:55;23.326;491.317;30.216;979
26/07/2017 9:00;23.975;509.347;30.831;996
26/07/2017 9:05;23.72;527.233;31.038;1047
26/07/2017 9:10;23.843;545.979;31.228;1078
26/07/2017 9:15;24.114;563.059;32.189;1108
26/07/2017 9:20;24.642;581.204;33.105;1130
26/07/2017 9:25;24.737;600.018;33.624;1177
26/07/2017 9:30;24.699;615.83;33.832;1205
26/07/2017 9:35;25.323;630.472;34.535;1224
26/07/2017 9:40;26.027;647.536;35.247;1256
26/07/2017 9:45;26.203;662.693;35.944;1284
26/07/2017 9:50;26.122;678.152;36.1;1307
26/07/2017 9:55;25.745;690.683;36.073;1339
26/07/2017 10:00;26.342;705.123;36.522;1356
26/07/2017 10:05;27.075;719.509;37.525;1385
26/07/2017 10:10;26.956;731.995;37.494;1405
26/07/2017 10:15;27.324;743.953;38.38;1427
26/07/2017 10:20;28.48;756.564;38.815;1438
26/07/2017 10:25;27.447;764.405;38.555;1454
26/07/2017 10:30;26.929;777.787;38.68;1477
26/07/2017 10:35;26.556;794.848;38.389;1507
26/07/2017 10:40;26.294;803.279;38.328;1528
26/07/2017 10:45;26.495;815.034;37.929;1552
26/07/2017 10:50;26.339;823.895;38.804;1559
26/07/2017 10:55;26.141;833.603;38.193;1592
26/07/2017 11:00;26.723;842.941;38.759;1601
26/07/2017 11:05;26.912;850.797;38.884;1606
26/07/2017 11:10;26.737;861.147;39.164;1628
26/07/2017 11:15;26.372;870.751;38.701;1648
26/07/2017 11:20;26.627;878.55;38.711;1661
26/07/2017 11:25;26.919;882.679;38.729;1667
26/07/2017 11:30;26.755;890.578;39.136;1686
26/07/2017 11:35;27.081;898.867;38.619;1705
26/07/2017 11:40;27.396;901.174;38.781;1704
26/07/2017 11:45;27.351;906.661;39.384;1725
26/07/2017 11:50;27.918;914.856;39.963;1723
26/07/2017 11:55;27.002;917.02;39.153;1733
26/07/2017 12:00;27.148;923.679;39.53;1737
26/07/2017 12:05;27.209;927.089;40.449;1750
26/07/2017 12:10;27.621;927.917;40.188;1734
26/07/2017 12:15;27.045;930.923;39.482;1746
26/07/2017 12:20;26.41;936.048;39.324;1764
26/07/2017 12:25;26.383;938.559;38.942;1780
26/07/2017 12:30;26.283;940.08;38.402;1784
26/07/2017 12:35;25.692;939.97;37.956;1790
26/07/2017 12:40;25.703;941.141;37.558;1795
26/07/2017 12:45;25.288;940.856;37.317;1800
26/07/2017 12:50;25.133;941.49;36.782;1805
26/07/2017 12:55;24.757;940.203;36.394;1803
26/07/2017 13:00;25.224;939.07;36.052;1794
26/07/2017 13:05;25.028;937.484;36.326;1797
26/07/2017 13:10;25.939;935.168;36.755;1782
26/07/2017 13:15;25.642;933.335;36.511;1785
26/07/2017 13:20;25.822;928.663;36.476;1773
26/07/2017 13:25;25.64;924.348;35.913;1776
26/07/2017 13:30;25.446;918.86;36.158;1761
26/07/2017 13:35;25.825;915.487;36.376;1755
26/07/2017 13:40;26.195;910.17;36.713;1748
26/07/2017 13:45;25.928;904.068;36.215;1736
26/07/2017 13:50;26.17;899.689;36.686;1732
26/07/2017 13:55;26.297;892.207;35.547;1724
26/07/2017 14:00;26.547;885.207;35.832;1705
26/07/2017 14:05;26.337;877.78;35.534;1696
26/07/2017 14:10;26.631;869.632;35.844;1674
26/07/2017 14:15;26.565;859.014;35.699;1656
26/07/2017 14:20;26.903;850.3;36.301;1628
26/07/2017 14:25;26.877;841.268;35.78;1616
26/07/2017 14:30;26.743;831.943;35.846;1607
26/07/2017 14:35;26.874;822.597;35.391;1589
26/07/2017 14:40;26.766;809.174;35.356;1566
26/07/2017 14:45;26.803;798.051;35.501;1542
26/07/2017 14:50;26.863;784.282;35.503;1516
26/07/2017 14:55;27.17;774.345;35.629;1492
26/07/2017 15:00;27.534;762.03;36.111;1462
26/07/2017 15:05;27.92;747.635;36.526;1436
26/07/2017 15:10;28.032;735.003;36.239;1411
26/07/2017 15:15;27.831;718.689;36.186;1382
26/07/2017 15:20;27.756;704.998;36.331;1352
26/07/2017 15:25;27.665;691.874;36.048;1321
26/07/2017 15:30;27.844;674.64;36.011;1301
26/07/2017 15:35;27.304;662.777;35.177;1283
26/07/2017 15:40;26.803;647.756;34.868;1249
26/07/2017 15:45;26.836;631.905;34.008;1228
26/07/2017 15:50;26.99;613.409;33.657;1197
26/07/2017 15:55;26.911;597.53;33.223;1157
26/07/2017 16:00;26.86;579.727;33.109;1130
26/07/2017 16:05;26.767;561.872;33.135;1099
26/07/2017 16:10;26.996;541.802;33.021;1021
26/07/2017 16:15;26.924;527.442;33.472;1022
26/07/2017 16:20;26.83;509.329;33.009;986
26/07/2017 16:25;26.948;488.039;32.418;955
26/07/2017 16:30;27.433;466.843;32.437;900
26/07/2017 16:35;27.137;451.683;32.307;883
26/07/2017 16:40;26.827;430.407;31.417;843
26/07/2017 16:45;26.5;411.383;31.167;804
26/07/2017 16:50;26.523;392.241;31.339;764
26/07/2017 16:55;27.068;369.315;31.152;720
26/07/2017 17:00;27.189;351.522;31.582;684
26/07/2017 17:05;27.601;330.28;31.692;631
26/07/2017 17:10;27.523;312.201;31.731;607
26/07/2017 17:15;27.572;296.307;30.926;571
26/07/2017 17:20;27.177;276.1;30.916;532
26/07/2017 17:25;26.931;257.396;30.423;493
26/07/2017 17:30;26.779;236.406;29.753;447
26/07/2017 17:35;26.549;217.819;29.16;420
26/07/2017 17:40;26.222;199.617;28.643;381
26/07/2017 17:45;26.236;182.978;28.264;342
26/07/2017 17:50;26.11;166.415;28.114;316
